SI.No. ,DISTRICT,ASSEMBLY CONSTITUENY NAME,VILLAGE PANCHAYAT,BLOCK PANCHAYAT,CORRESPONDING PARLIAMENT CONSTITUENCY,DMK MEMBER / ALLIANCE REPRESENTATIVE
3470,KRISHNAGIRI,Thalli,Thavarakarai,KELAMANGALAM,Krishnagiri,T. Ramachandran (Alliance)
3471,KRISHNAGIRI,Thalli,Achubalu,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3472,KRISHNAGIRI,Thalli,Agalakotta,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3473,KRISHNAGIRI,Thalli,Anchetti,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3474,KRISHNAGIRI,Thalli,Andevanapalli,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3475,KRISHNAGIRI,Thalli,Anniyalam,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3476,KRISHNAGIRI,Thalli,Arasakuppam,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3477,KRISHNAGIRI,Thalli,Ballapalli,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3478,KRISHNAGIRI,Thalli,Belagondapalli,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3479,KRISHNAGIRI,Thalli,Binnamangalam,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3480,KRISHNAGIRI,Thalli,Choodasandiram,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3481,KRISHNAGIRI,Thalli,Dharavendiram,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3482,KRISHNAGIRI,Thalli,Devaganapalli,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3483,KRISHNAGIRI,Thalli,Devarulimangalam,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3484,KRISHNAGIRI,Thalli,Doddaubbanur,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3485,KRISHNAGIRI,Thalli,Doddamanchi,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3486,KRISHNAGIRI,Thalli,Gumlapuram,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3487,KRISHNAGIRI,Thalli,Jakirkodipalli,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3488,KRISHNAGIRI,Thalli,Jawalagiri,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3489,KRISHNAGIRI,Thalli,Kakkadasam,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3490,KRISHNAGIRI,Thalli,Kalugondapalli,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3491,KRISHNAGIRI,Thalli,Kempatti,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3492,KRISHNAGIRI,Thalli,Kodiyalam,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3493,KRISHNAGIRI,Thalli,Kolatti,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3494,KRISHNAGIRI,Thalli,Komaranapalli,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3495,KRISHNAGIRI,Thalli,Kottamadugu,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3496,KRISHNAGIRI,Thalli,Kottaiyur,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3497,KRISHNAGIRI,Thalli,Kundhukottai,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3498,KRISHNAGIRI,Thalli,Kuppati,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3499,KRISHNAGIRI,Thalli,Madhagondapalli,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3500,KRISHNAGIRI,Thalli,Madakkal,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3501,KRISHNAGIRI,Thalli,Mallasandiram,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3502,KRISHNAGIRI,Thalli,Manjugondapalli,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3503,KRISHNAGIRI,Thalli,Marudhanapalli,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3504,KRISHNAGIRI,Thalli,Marupalli,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3505,KRISHNAGIRI,Thalli,Natrampalayam,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3506,KRISHNAGIRI,Thalli,Noganur,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3507,KRISHNAGIRI,Thalli,Padiganalam,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3508,KRISHNAGIRI,Thalli,Palayamkottai,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3509,KRISHNAGIRI,Thalli,Salivaram,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3510,KRISHNAGIRI,Thalli,Saragapalli,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3511,KRISHNAGIRI,Thalli,Sathanur,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3512,KRISHNAGIRI,Thalli,Sarandapalli,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3513,KRISHNAGIRI,Thalli,Settipalli,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3514,KRISHNAGIRI,Thalli,Thaggatti,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3515,KRISHNAGIRI,Thalli,Thally,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3516,KRISHNAGIRI,Thalli,Thally kothanur,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3517,KRISHNAGIRI,Thalli,Thandarai,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3518,KRISHNAGIRI,Thalli,Unisenatham,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3519,KRISHNAGIRI,Thalli,Urigam,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3520,KRISHNAGIRI,Thalli,Karandapalli,THALLY,Krishnagiri,T. Ramachandran (Alliance)
3521,KRISHNAGIRI,Uthangarai,Balethottam,BARGUR,Krishnagiri,S. Arumugam
3522,KRISHNAGIRI,Uthangarai,Jingalkathirampatti,BARGUR,Krishnagiri,S. Arumugam
3523,KRISHNAGIRI,Uthangarai,Parandapalli,BARGUR,Krishnagiri,S. Arumugam
3524,KRISHNAGIRI,Uthangarai,Thathampatti,BARGUR,Krishnagiri,S. Arumugam
3525,KRISHNAGIRI,Uthangarai,Anandur,MATHUR,Krishnagiri,S. Arumugam
3526,KRISHNAGIRI,Uthangarai,Antheripatti,MATHUR,Krishnagiri,S. Arumugam
3527,KRISHNAGIRI,Uthangarai,Bommepalli,MATHUR,Krishnagiri,S. Arumugam
3528,KRISHNAGIRI,Uthangarai,K. Ettipatti,MATHUR,Krishnagiri,S. Arumugam
3529,KRISHNAGIRI,Uthangarai,Gerigepalli,MATHUR,Krishnagiri,S. Arumugam
3530,KRISHNAGIRI,Uthangarai,Kalarpathi,MATHUR,Krishnagiri,S. Arumugam
3531,KRISHNAGIRI,Uthangarai,Kannandahalli,MATHUR,Krishnagiri,S. Arumugam
3532,KRISHNAGIRI,Uthangarai,Inamkattupatti,MATHUR,Krishnagiri,S. Arumugam
3533,KRISHNAGIRI,Uthangarai,Goundanur,MATHUR,Krishnagiri,S. Arumugam
3534,KRISHNAGIRI,Uthangarai,Kodamandapatti,MATHUR,Krishnagiri,S. Arumugam
3535,KRISHNAGIRI,Uthangarai,Kunnathur,MATHUR,Krishnagiri,S. Arumugam
3536,KRISHNAGIRI,Uthangarai,Mathur,MATHUR,Krishnagiri,S. Arumugam
3537,KRISHNAGIRI,Uthangarai,Nagampatti,MATHUR,Krishnagiri,S. Arumugam
3538,KRISHNAGIRI,Uthangarai,Naralapalli,MATHUR,Krishnagiri,S. Arumugam
3539,KRISHNAGIRI,Uthangarai,Oddapatti,MATHUR,Krishnagiri,S. Arumugam
3540,KRISHNAGIRI,Uthangarai,K. papparapatti,MATHUR,Krishnagiri,S. Arumugam
3541,KRISHNAGIRI,Uthangarai,Ramakrishnampathi,MATHUR,Krishnagiri,S. Arumugam
3542,KRISHNAGIRI,Uthangarai,Salamarathupattii,MATHUR,Krishnagiri,S. Arumugam
3543,KRISHNAGIRI,Uthangarai,Samalpatti,MATHUR,Krishnagiri,S. Arumugam
3544,KRISHNAGIRI,Uthangarai,Sivampatti,MATHUR,Krishnagiri,S. Arumugam
3545,KRISHNAGIRI,Uthangarai,Soolagarai,MATHUR,Krishnagiri,S. Arumugam
3546,KRISHNAGIRI,Uthangarai,Valipatti,MATHUR,Krishnagiri,S. Arumugam
3547,KRISHNAGIRI,Uthangarai,Vanipatti,MATHUR,Krishnagiri,S. Arumugam
3548,KRISHNAGIRI,Uthangarai,Veerachikuppam,MATHUR,Krishnagiri,S. Arumugam
3549,KRISHNAGIRI,Uthangarai,Athipadi,UTHANGARAI,Krishnagiri,S. Arumugam
3550,KRISHNAGIRI,Uthangarai,Badapalli,UTHANGARAI,Krishnagiri,S. Arumugam
3551,KRISHNAGIRI,Uthangarai,Chandarapatti,UTHANGARAI,Krishnagiri,S. Arumugam
3552,KRISHNAGIRI,Uthangarai,Eggoor,UTHANGARAI,Krishnagiri,S. Arumugam
3553,KRISHNAGIRI,Uthangarai,Gengapirampatti,UTHANGARAI,Krishnagiri,S. Arumugam
3554,KRISHNAGIRI,Uthangarai,Govindapuram,UTHANGARAI,Krishnagiri,S. Arumugam
3555,KRISHNAGIRI,Uthangarai,Kadavani,UTHANGARAI,Krishnagiri,S. Arumugam
3556,KRISHNAGIRI,Uthangarai,Kallavi,UTHANGARAI,Krishnagiri,S. Arumugam
3557,KRISHNAGIRI,Uthangarai,Karapattu,UTHANGARAI,Krishnagiri,S. Arumugam
3558,KRISHNAGIRI,Uthangarai,Karumandapathi,UTHANGARAI,Krishnagiri,S. Arumugam
3559,KRISHNAGIRI,Uthangarai,Katteri,UTHANGARAI,Krishnagiri,S. Arumugam
3560,KRISHNAGIRI,Uthangarai,Keelmathur,UTHANGARAI,Krishnagiri,S. Arumugam
3561,KRISHNAGIRI,Uthangarai,Keelkuppam,UTHANGARAI,Krishnagiri,S. Arumugam
3562,KRISHNAGIRI,Uthangarai,kondampatty,UTHANGARAI,Krishnagiri,S. Arumugam
3563,KRISHNAGIRI,Uthangarai,Maganoorpatti,UTHANGARAI,Krishnagiri,S. Arumugam
3564,KRISHNAGIRI,Uthangarai,Marampatty,UTHANGARAI,Krishnagiri,S. Arumugam
3565,KRISHNAGIRI,Uthangarai,Mettuthangal,UTHANGARAI,Krishnagiri,S. Arumugam
3566,KRISHNAGIRI,Uthangarai,Mittapalli,UTHANGARAI,Krishnagiri,S. Arumugam
3567,KRISHNAGIRI,Uthangarai,Moondrampatti,UTHANGARAI,Krishnagiri,S. Arumugam
3568,KRISHNAGIRI,Uthangarai,Moongileri,UTHANGARAI,Krishnagiri,S. Arumugam
3569,KRISHNAGIRI,Uthangarai,Nadupatti,UTHANGARAI,Krishnagiri,S. Arumugam
3570,KRISHNAGIRI,Uthangarai,Naickanoor,UTHANGARAI,Krishnagiri,S. Arumugam
3571,KRISHNAGIRI,Uthangarai,Nochipatty,UTHANGARAI,Krishnagiri,S. Arumugam
3572,KRISHNAGIRI,Uthangarai,Pavakkal,UTHANGARAI,Krishnagiri,S. Arumugam
3573,KRISHNAGIRI,Uthangarai,Periya Kotta Kulam,UTHANGARAI,Krishnagiri,S. Arumugam
3574,KRISHNAGIRI,Uthangarai,Periyathallapadi,UTHANGARAI,Krishnagiri,S. Arumugam
3575,KRISHNAGIRI,Uthangarai,Pudur Pungani,UTHANGARAI,Krishnagiri,S. Arumugam
3576,KRISHNAGIRI,Uthangarai,Reddipatty,UTHANGARAI,Krishnagiri,S. Arumugam
3577,KRISHNAGIRI,Uthangarai,Singerapatti,UTHANGARAI,Krishnagiri,S. Arumugam
3578,KRISHNAGIRI,Uthangarai,Thiruvanapatti,UTHANGARAI,Krishnagiri,S. Arumugam
3579,KRISHNAGIRI,Uthangarai,Upparapatti,UTHANGARAI,Krishnagiri,S. Arumugam
3580,KRISHNAGIRI,Uthangarai,Veerana Kuppam,UTHANGARAI,Krishnagiri,S. Arumugam
3581,KRISHNAGIRI,Uthangarai,Vella Kuttai,UTHANGARAI,Krishnagiri,S. Arumugam
3582,KRISHNAGIRI,Uthangarai,Vengadathampatti,UTHANGARAI,Krishnagiri,S. Arumugam
3583,KRISHNAGIRI,Veppanahalli,Kallukurukki (PART),KRISHNAGIRI,Krishnagiri,P. Murugan
3584,KRISHNAGIRI,Veppanahalli,Mekalachinnampalli,KRISHNAGIRI,Krishnagiri,P. Murugan
3585,KRISHNAGIRI,Veppanahalli,Naaralapalli,KRISHNAGIRI,Krishnagiri,P. Murugan
3586,KRISHNAGIRI,Veppanahalli,Periyakottapalli,KRISHNAGIRI,Krishnagiri,P. Murugan
3587,KRISHNAGIRI,Veppanahalli,Balanapalli,VEPPANAPALLI,Krishnagiri,P. Murugan
3588,KRISHNAGIRI,Veppanahalli,Bathimadugu,VEPPANAPALLI,Krishnagiri,P. Murugan
3589,KRISHNAGIRI,Veppanahalli,Beemandapalli,VEPPANAPALLI,Krishnagiri,P. Murugan
3590,KRISHNAGIRI,Veppanahalli,Billanakuppam (PART),VEPPANAPALLI,Krishnagiri,P. Murugan
3591,KRISHNAGIRI,Veppanahalli,Chennasandiram,VEPPANAPALLI,Krishnagiri,P. Murugan
3592,KRISHNAGIRI,Veppanahalli,Chinnamanavaranapalli (PART),VEPPANAPALLI,Krishnagiri,P. Murugan
3593,KRISHNAGIRI,Veppanahalli,Chinthagummanapalli,VEPPANAPALLI,Krishnagiri,P. Murugan
3594,KRISHNAGIRI,Veppanahalli,Ippiganapalli,VEPPANAPALLI,Krishnagiri,P. Murugan
3595,KRISHNAGIRI,Veppanahalli,Kodipalli,VEPPANAPALLI,Krishnagiri,P. Murugan
3596,KRISHNAGIRI,Veppanahalli,Kundarapalli,VEPPANAPALLI,Krishnagiri,P. Murugan
3597,KRISHNAGIRI,Veppanahalli,Kuppachiparai,VEPPANAPALLI,Krishnagiri,P. Murugan
3598,KRISHNAGIRI,Veppanahalli,Kuriyanapalli,VEPPANAPALLI,Krishnagiri,P. Murugan
3599,KRISHNAGIRI,Veppanahalli,V.madepalli,VEPPANAPALLI,Krishnagiri,P. Murugan
3600,KRISHNAGIRI,Veppanahalli,Manavarnapalli,VEPPANAPALLI,Krishnagiri,P. Murugan
3601,KRISHNAGIRI,Veppanahalli,Marasandiram,VEPPANAPALLI,Krishnagiri,P. Murugan
3602,KRISHNAGIRI,Veppanahalli,Nachikuppam,VEPPANAPALLI,Krishnagiri,P. Murugan
3603,KRISHNAGIRI,Veppanahalli,Naduvanapalli,VEPPANAPALLI,Krishnagiri,P. Murugan
3604,KRISHNAGIRI,Veppanahalli,Neralagiri,VEPPANAPALLI,Krishnagiri,P. Murugan
3605,KRISHNAGIRI,Veppanahalli,Samanthamalai,VEPPANAPALLI,Krishnagiri,P. Murugan
3606,KRISHNAGIRI,Veppanahalli,Sigaramaganapalli,VEPPANAPALLI,Krishnagiri,P. Murugan
3607,KRISHNAGIRI,Veppanahalli,Thammandrapalli,VEPPANAPALLI,Krishnagiri,P. Murugan
3608,KRISHNAGIRI,Veppanahalli,Theertham,VEPPANAPALLI,Krishnagiri,P. Murugan
3609,KRISHNAGIRI,Veppanahalli,Veppanapalli,VEPPANAPALLI,Krishnagiri,P. Murugan
3610,KRISHNAGIRI,Veppanahalli,Halekundani,VEPPANAPALLI,Krishnagiri,P. Murugan
3611,KRISHNAGIRI,Veppanahalli,Angondapalli,SHOOLAGIRI,Krishnagiri,P. Murugan
3612,KRISHNAGIRI,Veppanahalli,Athimugam,SHOOLAGIRI,Krishnagiri,P. Murugan
3613,KRISHNAGIRI,Veppanahalli,Ayaranapalli,SHOOLAGIRI,Krishnagiri,P. Murugan
3614,KRISHNAGIRI,Veppanahalli,Banganahalli,SHOOLAGIRI,Krishnagiri,P. Murugan
3615,KRISHNAGIRI,Veppanahalli,Beerjepalli,SHOOLAGIRI,Krishnagiri,P. Murugan
3616,KRISHNAGIRI,Veppanahalli,Bukkasagaram,SHOOLAGIRI,Krishnagiri,P. Murugan
3617,KRISHNAGIRI,Veppanahalli,Chembarasanapalli,SHOOLAGIRI,Krishnagiri,P. Murugan
3618,KRISHNAGIRI,Veppanahalli,Chennapalli,SHOOLAGIRI,Krishnagiri,P. Murugan
3619,KRISHNAGIRI,Veppanahalli,Simplethiradi,SHOOLAGIRI,Krishnagiri,P. Murugan
3620,KRISHNAGIRI,Veppanahalli,Chinnarandoddi,SHOOLAGIRI,Krishnagiri,P. Murugan
3621,KRISHNAGIRI,Veppanahalli,Doripalli,SHOOLAGIRI,Krishnagiri,P. Murugan
3622,KRISHNAGIRI,Veppanahalli,Enusonai,SHOOLAGIRI,Krishnagiri,P. Murugan
3623,KRISHNAGIRI,Veppanahalli,Hosahalli,SHOOLAGIRI,Krishnagiri,P. Murugan
3624,KRISHNAGIRI,Veppanahalli,Immidinayakanapalli,SHOOLAGIRI,Krishnagiri,P. Murugan
3625,KRISHNAGIRI,Veppanahalli,Kalingavaram,SHOOLAGIRI,Krishnagiri,P. Murugan
3626,KRISHNAGIRI,Veppanahalli,Kamandoddi,SHOOLAGIRI,Krishnagiri,P. Murugan
3627,KRISHNAGIRI,Veppanahalli,Kanalatti,SHOOLAGIRI,Krishnagiri,P. Murugan
3628,KRISHNAGIRI,Veppanahalli,Kommepalli,SHOOLAGIRI,Krishnagiri,P. Murugan
3629,KRISHNAGIRI,Veppanahalli,Koneripalli,SHOOLAGIRI,Krishnagiri,P. Murugan
3630,KRISHNAGIRI,Veppanahalli,Kumbalam,SHOOLAGIRI,Krishnagiri,P. Murugan
3631,KRISHNAGIRI,Veppanahalli,Marandapalli,SHOOLAGIRI,Krishnagiri,P. Murugan
3632,KRISHNAGIRI,Veppanahalli,Maruthandapalli,SHOOLAGIRI,Krishnagiri,P. Murugan
3633,KRISHNAGIRI,Veppanahalli,Melumalai,SHOOLAGIRI,Krishnagiri,P. Murugan
3634,KRISHNAGIRI,Veppanahalli,Nerigam,SHOOLAGIRI,Krishnagiri,P. Murugan
3635,KRISHNAGIRI,Veppanahalli,Pannapalli,SHOOLAGIRI,Krishnagiri,P. Murugan
3636,KRISHNAGIRI,Veppanahalli,Pasthalapalli,SHOOLAGIRI,Krishnagiri,P. Murugan
3637,KRISHNAGIRI,Veppanahalli,Peddasigaralapalli,SHOOLAGIRI,Krishnagiri,P. Murugan
3638,KRISHNAGIRI,Veppanahalli,Samanapalli,SHOOLAGIRI,Krishnagiri,P. Murugan
3639,KRISHNAGIRI,Veppanahalli,Sanamavoo,SHOOLAGIRI,Krishnagiri,P. Murugan
3640,KRISHNAGIRI,Veppanahalli,A.Settipalli,SHOOLAGIRI,Krishnagiri,P. Murugan
3641,KRISHNAGIRI,Veppanahalli,Shoolagiri,SHOOLAGIRI,Krishnagiri,P. Murugan
3642,KRISHNAGIRI,Veppanahalli,Thiyagarasanapalli,SHOOLAGIRI,Krishnagiri,P. Murugan
3643,KRISHNAGIRI,Veppanahalli,Thuppuganapalli,SHOOLAGIRI,Krishnagiri,P. Murugan
3644,KRISHNAGIRI,Veppanahalli,Uddanapalli,SHOOLAGIRI,Krishnagiri,P. Murugan
3645,KRISHNAGIRI,Veppanahalli,Ullatti,SHOOLAGIRI,Krishnagiri,P. Murugan
3646,KRISHNAGIRI,Veppanahalli,Venkatesapuram,SHOOLAGIRI,Krishnagiri,P. Murugan
3647,KRISHNAGIRI,Veppanahalli,Doddametrai,KELAMANGALAM,Krishnagiri,P. Murugan
3648,KRISHNAGIRI,Veppanahalli,Doddathimmanahalli,KELAMANGALAM,Krishnagiri,P. Murugan
3649,KRISHNAGIRI,Veppanahalli,Karukkanahalli,KELAMANGALAM,Krishnagiri,P. Murugan
3650,KRISHNAGIRI,Veppanahalli,Koppakarai,KELAMANGALAM,Krishnagiri,P. Murugan
3651,KRISHNAGIRI,Veppanahalli,Medaagaraharam,KELAMANGALAM,Krishnagiri,P. Murugan
3652,KRISHNAGIRI,Veppanahalli,Nagamangalam,KELAMANGALAM,Krishnagiri,P. Murugan
3653,KRISHNAGIRI,Veppanahalli,Pillariagraharam,KELAMANGALAM,Krishnagiri,P. Murugan
3654,KRISHNAGIRI,Veppanahalli,Rayakottai,KELAMANGALAM,Krishnagiri,P. Murugan
3655,KRISHNAGIRI,Veppanahalli,Thimjepalli,KELAMANGALAM,Krishnagiri,P. Murugan
3656,KRISHNAGIRI,Veppanahalli,Udedurgam,KELAMANGALAM,Krishnagiri,P. Murugan
3657,MADURAI,Madurai East,ARUMBANUR,MADURAI EAST,Madurai,P. Moorthy
3658,MADURAI,Madurai East,AYLIANGUDI,MADURAI EAST,Madurai,P. Moorthy
3659,MADURAI,Madurai East,ANGADIMANGALAM,MADURAI EAST,Madurai,P. Moorthy
3660,MADURAI,Madurai East,ANDARKOTTARAM,MADURAI EAST,Madurai,P. Moorthy
3661,MADURAI,Madurai East,CHINNAMANGULAM,MADURAI EAST,Madurai,P. Moorthy
3662,MADURAI,Madurai East,EDAYAPATTI,MADURAI EAST,Madurai,P. Moorthy
3663,MADURAI,Madurai East,ELAMANUR,MADURAI EAST,Madurai,P. Moorthy
3664,MADURAI,Madurai East,ELANGIYENDAL,MADURAI EAST,Madurai,P. Moorthy
3665,MADURAI,Madurai East,ISALANI,MADURAI EAST,Madurai,P. Moorthy
3666,MADURAI,Madurai East,KADAIKINARU,MADURAI EAST,Madurai,P. Moorthy
3667,MADURAI,Madurai East,KALIMANGLAM,MADURAI EAST,Madurai,P. Moorthy
3668,MADURAI,Madurai East,KALLANDIRI,MADURAI EAST,Madurai,P. Moorthy
3669,MADURAI,Madurai East,KARSERI,MADURAI EAST,Madurai,P. Moorthy
3670,MADURAI,Madurai East,KARUPPAYURANI,MADURAI EAST,Madurai,P. Moorthy
3671,MADURAI,Madurai East,KODIKULAM,MADURAI EAST,Madurai,P. Moorthy
3672,MADURAI,Madurai East,KUNNATHUR,MADURAI EAST,Madurai,P. Moorthy
3673,MADURAI,Madurai East,KURUTHUR,MADURAI EAST,Madurai,P. Moorthy
3674,MADURAI,Madurai East,MANGULAM,MADURAI EAST,Madurai,P. Moorthy
3675,MADURAI,Madurai East,MEENAKSHIPURAM,MADURAI EAST,Madurai,P. Moorthy
3676,MADURAI,Madurai East,NARASINGAM,MADURAI EAST,Madurai,P. Moorthy
3677,MADURAI,Madurai East,OTHAKADAI,MADURAI EAST,Madurai,P. Moorthy
3678,MADURAI,Madurai East,PANAIKULAM,MADURAI EAST,Madurai,P. Moorthy
3679,MADURAI,Madurai East,POOLAMPATTI,MADURAI EAST,Madurai,P. Moorthy
3680,MADURAI,Madurai East,PORUSUPATTY,MADURAI EAST,Madurai,P. Moorthy
3681,MADURAI,Madurai East,POYYAKARAIPATTY,MADURAI EAST,Madurai,P. Moorthy
3682,MADURAI,Madurai East,PUDUPATTI,MADURAI EAST,Madurai,P. Moorthy
3683,MADURAI,Madurai East,PUDUTHAMRAIPATTI,MADURAI EAST,Madurai,P. Moorthy
3684,MADURAI,Madurai East,RAJAKKUR,MADURAI EAST,Madurai,P. Moorthy
3685,MADURAI,Madurai East,SAKKIMANGALAM,MADURAI EAST,Madurai,P. Moorthy
3686,MADURAI,Madurai East,SAKKUDI,MADURAI EAST,Madurai,P. Moorthy
3687,MADURAI,Madurai East,TAMARAIPATTI,MADURAI EAST,Madurai,P. Moorthy
3688,MADURAI,Madurai East,THINDIYUR,MADURAI EAST,Madurai,P. Moorthy
3689,MADURAI,Madurai East,TIRUMOHUR,MADURAI EAST,Madurai,P. Moorthy
3690,MADURAI,Madurai East,VARICHIYUR,MADURAI EAST,Madurai,P. Moorthy
3691,MADURAI,Madurai East,VELLIANKUNDRAM,MADURAI EAST,Madurai,P. Moorthy
3692,MADURAI,Madurai East,MATHUR,MADURAI EAST,Madurai,P. Moorthy
3693,MADURAI,Madurai East,Alathur,MADURAI WEST,Madurai,P. Moorthy
3694,MADURAI,Madurai East,Boothagudi,MADURAI WEST,Madurai,P. Moorthy
3695,MADURAI,Madurai East,Chathrapatti,MADURAI WEST,Madurai,P. Moorthy
3696,MADURAI,Madurai East,Chettikulam,MADURAI WEST,Madurai,P. Moorthy
3697,MADURAI,Madurai East,Chinnapatti,MADURAI WEST,Madurai,P. Moorthy
3698,MADURAI,Madurai East,Eranium,MADURAI WEST,Madurai,P. Moorthy
3699,MADURAI,Madurai East,Karuvanur,MADURAI WEST,Madurai,P. Moorthy
3700,MADURAI,Madurai East,Kavanur,MADURAI WEST,Madurai,P. Moorthy
3701,MADURAI,Madurai East,Kodimangalam,MADURAI WEST,Madurai,P. Moorthy
3702,MADURAI,Madurai East,Kulamangulam,MADURAI WEST,Madurai,P. Moorthy
3703,MADURAI,Madurai East,Malaipatti,MADURAI WEST,Madurai,P. Moorthy
3704,MADURAI,Madurai East,Manjampatti,MADURAI WEST,Madurai,P. Moorthy
3705,MADURAI,Madurai East,Periyapatti,MADURAI WEST,Madurai,P. Moorthy
3706,MADURAI,Madurai East,Petchikulam,MADURAI WEST,Madurai,P. Moorthy
3707,MADURAI,Madurai East,Usilampatti,MADURAI WEST,Madurai,P. Moorthy
3708,MADURAI,Madurai East,Vagaikulam,MADURAI WEST,Madurai,P. Moorthy
3709,MADURAI,Madurai East,Veerapandi,MADURAI WEST,Madurai,P. Moorthy
3710,MADURAI,Madurai East,Velichanatham,MADURAI WEST,Madurai,P. Moorthy
3711,MADURAI,Madurai West,Kovilpappakudi,MADURAI WEST,Madurai,C. Chinnammal
3712,MADURAI,Madurai West,Earkudi   Achampathu,THIRUPPARANKUNDRAM,Madurai,C. Chinnammal
3713,MADURAI,Madurai West,Keelamathur,THIRUPPARANKUNDRAM,Madurai,C. Chinnammal
3714,MADURAI,Madurai West,Kodimangalam,THIRUPPARANKUNDRAM,Madurai,C. Chinnammal
3715,MADURAI,Madurai West,Melamathur,THIRUPPARANKUNDRAM,Madurai,C. Chinnammal
3716,MADURAI,Madurai West,Pudukulam   1   Bit,THIRUPPARANKUNDRAM,Madurai,C. Chinnammal
3717,MADURAI,Madurai West,Thuvariman,THIRUPPARANKUNDRAM,Madurai,C. Chinnammal
3718,MADURAI,Melur,AMBALAKARANPATTI,MELUR,Madurai,N. Selvaraj
3719,MADURAI,Melur,AMOOR,MELUR,Madurai,N. Selvaraj
3720,MADURAI,Melur,ARASAPPANPATTI,MELUR,Madurai,N. Selvaraj
3721,MADURAI,Melur,ATTUKULAM,MELUR,Madurai,N. Selvaraj
3722,MADURAI,Melur,ARITTAPATTI,MELUR,Madurai,N. Selvaraj
3723,MADURAI,Melur,KEELAVALAVU,MELUR,Madurai,N. Selvaraj
3724,MADURAI,Melur,KEERANUR,MELUR,Madurai,N. Selvaraj
3725,MADURAI,Melur,KEELAYUR,MELUR,Madurai,N. Selvaraj
3726,MADURAI,Melur,KONGAMPATTI,MELUR,Madurai,N. Selvaraj
3727,MADURAI,Melur,KOTTAKUDI,MELUR,Madurai,N. Selvaraj
3728,MADURAI,Melur,KURICHIPATTI,MELUR,Madurai,N. Selvaraj
3729,MADURAI,Melur,KALLAMPATTI,MELUR,Madurai,N. Selvaraj
3730,MADURAI,Melur,KIDARIPATTI,MELUR,Madurai,N. Selvaraj
3731,MADURAI,Melur,E.MALAMPATTI,MELUR,Madurai,N. Selvaraj
3732,MADURAI,Melur,NARASINGAMPATTI,MELUR,Madurai,N. Selvaraj
3733,MADURAI,Melur,NAVINIPATTI,MELUR,Madurai,N. Selvaraj
3734,MADURAI,Melur,PATHINETTANKUDI,MELUR,Madurai,N. Selvaraj
3735,MADURAI,Melur,POONJUTHI,MELUR,Madurai,N. Selvaraj
3736,MADURAI,Melur,PANANGADI,MELUR,Madurai,N. Selvaraj
3737,MADURAI,Melur,PULIPATTI,MELUR,Madurai,N. Selvaraj
